Category,ID,Latitude,Longitude,Date,MODIS_Tile,MCD43A4_061_Line_Y_500m,MCD43A4_061_Sample_X_500m,MCD43A4_061_Nadir_Reflectance_Band3,MCD43A4_061_Nadir_Reflectance_Band4,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_bitmask,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_MODLAND,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_MODLAND_Description,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_Fill,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_Fill_Description,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_bitmask,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_MODLAND,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_MODLAND_Description,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_Fill,MCD43A4_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_Fill_Description
US-Ha1,1,42.5378,-72.1715,2010-01-18,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-19,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-20,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-21,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-22,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-23,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-24,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-25,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-26,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-27,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-28,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-29,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-30,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-01-31,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-01,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-02,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-03,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-04,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-05,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-06,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-07,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-08,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-09,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-10,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-11,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-12,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-13,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-14,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-15,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-16,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-17,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-18,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-19,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-20,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-21,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-22,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-23,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-24,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-25,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-26,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-27,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-02-28,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-03-01,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-03-02,h12v04,1790,1637,32767.0,32767.0,255,255,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
US-Ha1,1,42.5378,-72.1715,2010-03-03,h12v04,1790,1637,0.0274,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-04,h12v04,1790,1637,0.0275,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-05,h12v04,1790,1637,0.0275,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-06,h12v04,1790,1637,0.0276,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-07,h12v04,1790,1637,0.0276,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-08,h12v04,1790,1637,0.0277,0.0501,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-09,h12v04,1790,1637,0.0244,0.0447,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-10,h12v04,1790,1637,0.0239,0.0432,1,1,0b00000001,0b001,"Processed, see other QA (magnitude BRDF inversions)",0b00000,,0b00000001,0b001,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-11,h12v04,1790,1637,0.0207,0.0381,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-12,h12v04,1790,1637,0.0237,0.0445,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-13,h12v04,1790,1637,0.0246,0.0465,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-14,h12v04,1790,1637,0.0246,0.0466,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-15,h12v04,1790,1637,0.0247,0.0467,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
US-Ha1,1,42.5378,-72.1715,2010-03-16,h12v04,1790,1637,0.0248,0.0468,0,0,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,,0b00000000,0b000,"Processed, good quality (full BRDF inversions)",0b00000,
